location,topic,topic_num,titles,urls,lat,long,category,world_score,canada_score,bc_score,image_urls
Ontario,trudeau government minister federal billion charities prime programming ,5,"['EISEN: Ford government must prepare for post-COVID spending cuts', 'Ontario to get portion of a $19 billion federal pandemic recovery package', 'Post-pandemic Waterloo Region must change', 'Doug Ford hits the campaign trail but rules out a snap election call', 'Justin Trudeau skips the details at his peril when he announces uncooked spending plans']","['https://torontosun.com/opinion/columnists/eisen-ford-government-must-prepare-for-post-covid-spending-cuts', 'http://barrie.ctvnews.ca/ontario-to-get-portion-of-a-19-billion-federal-pandemic-recovery-package-1.5027431', 'https://www.therecord.com/opinion/editorials/2020/07/10/post-pandemic-waterloo-region-must-change.html', 'https://www.therecord.com/ts/politics/provincial/2020/07/14/premier-doug-ford-launching-campaign-style-tour-of-ontario.html', 'https://www.therecord.com/ts/politics/political-opinion/2020/07/13/justin-trudeau-skips-the-details-at-his-peril-when-he-announces-uncooked-spending-plans.html']",50.000678,-86.000977,politics,4.0,35.0,65.0,"['https://torontosun.com/opinion/columnists/eisen-ford-government-must-prepare-for-post-covid-spending-cuts', 'http://barrie.ctvnews.ca/ontario-to-get-portion-of-a-19-billion-federal-pandemic-recovery-package-1.5027431', 'https://www.therecord.com/opinion/editorials/2020/07/10/post-pandemic-waterloo-region-must-change.html', 'https://www.therecord.com/ts/politics/provincial/2020/07/14/premier-doug-ford-launching-campaign-style-tour-of-ontario.html', 'https://www.therecord.com/ts/politics/political-opinion/2020/07/13/justin-trudeau-skips-the-details-at-his-peril-when-he-announces-uncooked-spending-plans.html']"
Ottawa,trudeau government minister federal billion charities prime programming ,5,"['Federal wage subsidy to be extended to December, Trudeau says', 'In Canada, it matters who has jurisdiction and who does not', 'Pandemic has pumped up popularity for PM and most premiers', 'Liberals revise COVID-19 wage subsidy, ease eligibility in bid to boost takeup', ""Ethics commissioner launches investigation into Morneau's involvement in WE Charity contract""]","['https://www.tricitynews.com/covid-19/federal-wage-subsidy-to-be-extended-to-december-trudeau-says-1.24169352', 'https://www.therecord.com/opinion/contributors/2020/07/05/in-canada-it-matters-who-has-jurisdiction-and-who-does-not.html', 'https://www.bowenislandundercurrent.com/opinion/pandemic-has-pumped-up-popularity-for-pm-and-most-premiers-1.24144337', 'https://www.ctvnews.ca/politics/liberals-revise-covid-19-wage-subsidy-ease-eligibility-in-bid-to-boost-takeup-1.5028313', 'https://www.cbc.ca/news/politics/ethics-commissioner-bill-morneau-1.5651883']",45.421106,-75.690308,politics,4.0,35.0,65.0,"['https://www.tricitynews.com/covid-19/federal-wage-subsidy-to-be-extended-to-december-trudeau-says-1.24169352', 'https://www.therecord.com/opinion/contributors/2020/07/05/in-canada-it-matters-who-has-jurisdiction-and-who-does-not.html', 'https://www.bowenislandundercurrent.com/opinion/pandemic-has-pumped-up-popularity-for-pm-and-most-premiers-1.24144337', 'https://www.ctvnews.ca/politics/liberals-revise-covid-19-wage-subsidy-ease-eligibility-in-bid-to-boost-takeup-1.5028313', 'https://www.cbc.ca/news/politics/ethics-commissioner-bill-morneau-1.5651883']"
Saskatchewan,trudeau government minister federal billion charities prime programming ,5,['Sask. resident rebuilding homestead to heritage site'],['http://saskatoon.ctvnews.ca/sask-resident-rebuilding-homestead-to-heritage-site-1.5027638'],55.5321257,-106.1412243,politics,4.0,35.0,65.0,['http://saskatoon.ctvnews.ca/sask-resident-rebuilding-homestead-to-heritage-site-1.5027638']
Shanahan,trudeau government minister federal billion charities prime programming ,5,"['Tories to seek Trudeau family’s speaking records as 2nd WE probe begins', 'Tories seek Trudeau family’s speaking records as second WE probe begins']","['https://torontosun.com/news/national/tories-to-seek-trudeau-familys-speaking-records-as-second-we-probe-begins/wcm/906a4003-21e5-4f9f-b3c2-35f6219296a5', 'https://www.thestar.com/business/2020/07/17/tories-to-seek-trudeau-familys-speaking-records-as-second-we-probe-begins.html']",53.2944523,-6.1596795158192075,politics,4.0,35.0,65.0,"['https://torontosun.com/news/national/tories-to-seek-trudeau-familys-speaking-records-as-second-we-probe-begins/wcm/906a4003-21e5-4f9f-b3c2-35f6219296a5', 'https://www.thestar.com/business/2020/07/17/tories-to-seek-trudeau-familys-speaking-records-as-second-we-probe-begins.html']"
Toronto,trudeau government minister federal billion charities prime programming ,5,"[""Ontario premier won't say if province will cover $1.35B deficit faced by Toronto"", 'Ottawa proposes changes to allow more businesses to receive federal wage subsidy', 'Ford mum on whether province will cover entire $1.35B deficit faced by Toronto']","['https://toronto.ctvnews.ca/ontario-premier-won-t-say-if-province-will-cover-1-35b-deficit-faced-by-toronto-1.5028176', 'https://www.thestar.com/business/2020/07/17/ottawa-proposes-changes-to-allow-more-businesses-to-receive-federal-wage-subsidy.html', 'https://www.cp24.com/news/ford-mum-on-whether-province-will-cover-entire-1-35b-deficit-faced-by-toronto-1.5028188']",43.6534817,-79.38393470000001,politics,4.0,35.0,65.0,"['https://toronto.ctvnews.ca/ontario-premier-won-t-say-if-province-will-cover-1-35b-deficit-faced-by-toronto-1.5028176', 'https://www.thestar.com/business/2020/07/17/ottawa-proposes-changes-to-allow-more-businesses-to-receive-federal-wage-subsidy.html', 'https://www.cp24.com/news/ford-mum-on-whether-province-will-cover-entire-1-35b-deficit-faced-by-toronto-1.5028188']"
U.S.,trudeau government minister federal billion charities prime programming ,5,"['Justin Trudeau’s a better leader than Trump, but family dysfunction has ensnared them both']",['https://www.thestar.com/life/opinion/2020/07/16/justin-trudeaus-a-better-leader-than-trump-but-family-dysfunction-has-ensnared-them-both.html'],45.1895845,-88.73215845,politics,4.0,35.0,65.0,['https://www.thestar.com/life/opinion/2020/07/16/justin-trudeaus-a-better-leader-than-trump-but-family-dysfunction-has-ensnared-them-both.html']
Vancouver,trudeau government minister federal billion charities prime programming ,5,['Province looking at impact of COVID-19 on renters and landlords'],['https://www.tricitynews.com/real-estate/province-looking-at-impact-of-covid-19-on-renters-and-landlords-1.24100223'],49.2608724,-123.11395290000002,politics,4.0,35.0,65.0,['https://www.tricitynews.com/real-estate/province-looking-at-impact-of-covid-19-on-renters-and-landlords-1.24100223']
West Vancouver-Capilano,trudeau government minister federal billion charities prime programming ,5,['Les Leyne: Great-grandpa MLA engineers tunnel questions'],['https://www.nsnews.com/opinion/les-leyne-great-grandpa-mla-engineers-tunnel-questions-1.24168775'],49.342203,-123.11158490000001,politics,4.0,35.0,65.0,['https://www.nsnews.com/opinion/les-leyne-great-grandpa-mla-engineers-tunnel-questions-1.24168775']
Abbotsford,restaurants food dishes indian menu richmond custom dining ,6,"['Drive Thru Food Truck Festival coming to Cloverdale – North Delta Reporter', 'PHOTOS: Otter Co-op opens in east Abbotsford – Maple Ridge News', 'ON COOKING: Chef Dez says brine meat before they hit the grill – Maple Ridge News', 'Abbotsford News – Abbotsford News', 'ON COOKING: Berry good ideas from Chef Dez – Maple Ridge News']","['https://www.northdeltareporter.com/entertainment/drive-thru-food-truck-festival-coming-to-cloverdale/', 'https://www.mapleridgenews.com/community/photos-otter-co-op-opens-in-east-abbotsford/', 'https://www.mapleridgenews.com/opinion/on-cooking-chef-dez-says-bring-meat-before-they-hit-the-grill/', 'https://www.abbynews.com/news/page/1766/', 'https://www.mapleridgenews.com/entertainment/on-cooking-berry-good-ideas-from-chef-dez/']",49.0521162,-122.32947920000001,lifestyle,81.0,76.0,55.0,"['https://www.northdeltareporter.com/entertainment/drive-thru-food-truck-festival-coming-to-cloverdale/', 'https://www.mapleridgenews.com/community/photos-otter-co-op-opens-in-east-abbotsford/', 'https://www.mapleridgenews.com/opinion/on-cooking-chef-dez-says-bring-meat-before-they-hit-the-grill/', 'https://www.abbynews.com/news/page/1766/', 'https://www.mapleridgenews.com/entertainment/on-cooking-berry-good-ideas-from-chef-dez/']"
Afghanistan,restaurants food dishes indian menu richmond custom dining ,6,['PoCo’s favourite Mediterranean grill shares recipe for success'],['https://www.tricitynews.com/standout/poco-s-favourite-mediterranean-grill-shares-recipe-for-success-1.21869201'],33.7680065,66.2385139,lifestyle,81.0,76.0,55.0,['https://www.tricitynews.com/standout/poco-s-favourite-mediterranean-grill-shares-recipe-for-success-1.21869201']
Alberta,restaurants food dishes indian menu richmond custom dining ,6,['Meadow Gardens Golf Club: outstanding greens and aged Alberta steak'],['https://www.tricitynews.com/standout/meadow-gardens-golf-club-outstanding-greens-and-aged-alberta-steak-1.2266301'],55.001251,-115.00213600000001,lifestyle,81.0,76.0,55.0,['https://www.tricitynews.com/standout/meadow-gardens-golf-club-outstanding-greens-and-aged-alberta-steak-1.2266301']
Amaranthus,restaurants food dishes indian menu richmond custom dining ,6,['New West restaurants reminded of life lessons during pandemic'],['https://www.newwestrecord.ca/business/new-west-restaurants-reminded-of-life-lessons-during-pandemic-1.24150984'],35.328806,-80.79401999999999,lifestyle,81.0,76.0,55.0,['https://www.newwestrecord.ca/business/new-west-restaurants-reminded-of-life-lessons-during-pandemic-1.24150984']
Angostura,restaurants food dishes indian menu richmond custom dining ,6,['The Old Fashioned cocktail knows some new tricks'],['https://www.therecord.com/ts/life/2020/06/24/the-old-fashioned-cocktail-knows-some-new-tricks.html'],25.1221992,-108.15112658003079,lifestyle,81.0,76.0,55.0,['https://www.therecord.com/ts/life/2020/06/24/the-old-fashioned-cocktail-knows-some-new-tricks.html']
Aquafaba,restaurants food dishes indian menu richmond custom dining ,6,"['Flavourful marinades, relishes and more — made from the delicious ingredients you usually toss']",['https://www.cbc.ca/life/food/flavourful-marinades-relishes-and-more-made-from-the-delicious-ingredients-you-usually-toss-1.5649008'],0.0,0.0,lifestyle,81.0,76.0,55.0,['https://www.cbc.ca/life/food/flavourful-marinades-relishes-and-more-made-from-the-delicious-ingredients-you-usually-toss-1.5649008']
Barrie,restaurants food dishes indian menu richmond custom dining ,6,"[""‘It's been rough,’ Long-time Barrie buffet owners make significant change to reopen""]",['http://barrie.ctvnews.ca/it-s-been-rough-long-time-barrie-buffet-owners-make-significant-change-to-reopen-1.5027484'],44.3893113,-79.6901736,lifestyle,81.0,76.0,55.0,['http://barrie.ctvnews.ca/it-s-been-rough-long-time-barrie-buffet-owners-make-significant-change-to-reopen-1.5027484']
Bergenia,restaurants food dishes indian menu richmond custom dining ,6,['IN THE GARDEN: New stars for the garden'],['https://www.newwestrecord.ca/community/gardening/in-the-garden-new-stars-for-the-garden-1.23321285'],33.6519299,-117.58959820000001,lifestyle,81.0,76.0,55.0,['https://www.newwestrecord.ca/community/gardening/in-the-garden-new-stars-for-the-garden-1.23321285']
Brighton,restaurants food dishes indian menu richmond custom dining ,6,['Bumpy ride for U.K. pubs reopening as pandemic restrictions lift'],['https://www.cbc.ca/radio/day6/bumpy-ride-for-u-k-pubs-reopening-as-pandemic-restrictions-lift-1.5643355'],50.8220399,-0.1374061,lifestyle,81.0,76.0,55.0,['https://www.cbc.ca/radio/day6/bumpy-ride-for-u-k-pubs-reopening-as-pandemic-restrictions-lift-1.5643355']
British Columbia,restaurants food dishes indian menu richmond custom dining ,6,"['Richmond outlet dessert truck to support BC SPCA on National Ice Cream Day', 'Cigars 101: how to pick a good stogie', 'Eric Akis: A sheet-pan dinner with in-season spot prawns', 'Pier 73 Restaurant on the Fraser', 'Restaurant survey says industry might take up to a year to recover']","['https://www.richmond-news.com/eat-drink/richmond-outlet-dessert-truck-to-support-bc-spca-on-national-ice-cream-day-1.24170928', 'https://www.tricitynews.com/standout/cigars-101-how-to-pick-a-good-stogie-1.2230806', 'https://www.tricitynews.com/eric-akis-a-sheet-pan-dinner-with-in-season-spot-prawns-1.24150942', 'https://www.richmond-news.com/standout/pier-73-restaurant-on-the-fraser-1.2295980', 'https://www.tricitynews.com/covid-19/restaurant-survey-says-industry-might-take-up-to-a-year-to-recover-1.24166584']",55.001251,-125.00244099999999,lifestyle,81.0,76.0,55.0,"['https://www.richmond-news.com/eat-drink/richmond-outlet-dessert-truck-to-support-bc-spca-on-national-ice-cream-day-1.24170928', 'https://www.tricitynews.com/standout/cigars-101-how-to-pick-a-good-stogie-1.2230806', 'https://www.tricitynews.com/eric-akis-a-sheet-pan-dinner-with-in-season-spot-prawns-1.24150942', 'https://www.richmond-news.com/standout/pier-73-restaurant-on-the-fraser-1.2295980', 'https://www.tricitynews.com/covid-19/restaurant-survey-says-industry-might-take-up-to-a-year-to-recover-1.24166584']"
Burnaby,restaurants food dishes indian menu richmond custom dining ,6,"['Profiles of Excellence: Atlas Steak + Fish', 'Profiles of Excellence: Foodies on Board', 'Food bank desperately needs volunteers in Burnaby', 'Comics offer virtual show in support of this Burnaby restaurant', 'Go on a culinary adventure in Burnaby']","['https://www.burnabynow.com/standout/profiles-of-excellence-atlas-steak-fish-1.23526967', 'https://www.burnabynow.com/standout/profiles-of-excellence-foodies-on-board-1.24041759', 'http://www.burnabynow.com/community/food-bank-desperately-needs-volunteers-in-burnaby-1.24033018', 'https://www.burnabynow.com/entertainment/comics-offer-virtual-show-in-support-of-this-burnaby-restaurant-1.24139570', 'https://www.burnabynow.com/standout/go-on-a-culinary-adventure-in-burnaby-1.23643268']",49.2433804,-122.9725459,lifestyle,81.0,76.0,55.0,"['https://www.burnabynow.com/standout/profiles-of-excellence-atlas-steak-fish-1.23526967', 'https://www.burnabynow.com/standout/profiles-of-excellence-foodies-on-board-1.24041759', 'http://www.burnabynow.com/community/food-bank-desperately-needs-volunteers-in-burnaby-1.24033018', 'https://www.burnabynow.com/entertainment/comics-offer-virtual-show-in-support-of-this-burnaby-restaurant-1.24139570', 'https://www.burnabynow.com/standout/go-on-a-culinary-adventure-in-burnaby-1.23643268']"
Calgary,restaurants food dishes indian menu richmond custom dining ,6,"[""'I just want to survive:' Greenhouses struggling with economic reality of COVID-19""]",['https://www.ctvnews.ca/health/coronavirus/i-just-want-to-survive-greenhouses-struggling-with-economic-reality-of-covid-19-1.4902719'],51.0534234,-114.0625892,lifestyle,81.0,76.0,55.0,['https://www.ctvnews.ca/health/coronavirus/i-just-want-to-survive-greenhouses-struggling-with-economic-reality-of-covid-19-1.4902719']
California,restaurants food dishes indian menu richmond custom dining ,6,"['If you want to save bumblebees, plant these flowers in your yard', 'Demand for robot cooks rises as kitchens combat COVID-19']","['https://www.ctvnews.ca/lifestyle/if-you-want-to-save-bumblebees-plant-these-flowers-in-your-yard-1.4786678', 'https://www.ctvnews.ca/sci-tech/demand-for-robot-cooks-rises-as-kitchens-combat-covid-19-1.5023490']",36.7014631,-118.75599740000001,lifestyle,81.0,76.0,55.0,"['https://www.ctvnews.ca/lifestyle/if-you-want-to-save-bumblebees-plant-these-flowers-in-your-yard-1.4786678', 'https://www.ctvnews.ca/sci-tech/demand-for-robot-cooks-rises-as-kitchens-combat-covid-19-1.5023490']"
Cambridge,restaurants food dishes indian menu richmond custom dining ,6,['Dining In: Little Mushroom provides a super supper break from COVID kitchen duties'],['https://www.therecord.com/life/food-wine/review/2020/07/02/dining-in-little-mushroom-provides-a-super-supper-break-from-covid-kitchen-duties.html'],52.2034823,0.1235817,lifestyle,81.0,76.0,55.0,['https://www.therecord.com/life/food-wine/review/2020/07/02/dining-in-little-mushroom-provides-a-super-supper-break-from-covid-kitchen-duties.html']
Canada,restaurants food dishes indian menu richmond custom dining ,6,"['Fancy some cold foam with your Starbucks?', 'A family restaurant responds to the current crisis by feeding its neighbours for free', 'Eric Akis: Are you a Canadian foodie? Take this quiz and find out', ""Montreal restaurant's high-fashion mannequins promote distancing and help charity"", ""Nando's closing 21 Canadian locations, including four in Metro Vancouver""]","['https://www.richmond-news.com/eat-drink/fancy-some-cold-foam-with-your-starbucks-1.24158067', 'https://www.thestar.com/sponsored_sections/on-the-food-frontlines/05/16/a-family-restaurant-responds-to-the-current-crisis-by-feeding-it.html', 'https://www.burnabynow.com/lifestyle/eric-akis-are-you-a-canadian-foodie-take-this-quiz-and-find-out-1.24160932', 'https://www.ctvnews.ca/lifestyle/montreal-restaurant-s-high-fashion-mannequins-promote-distancing-and-help-charity-1.5020903', 'https://www.nsnews.com/lifestyle/taste/nando-s-closing-21-canadian-locations-including-four-in-metro-vancouver-1.24136448']",61.0666922,-107.9917071,lifestyle,81.0,76.0,55.0,"['https://www.richmond-news.com/eat-drink/fancy-some-cold-foam-with-your-starbucks-1.24158067', 'https://www.thestar.com/sponsored_sections/on-the-food-frontlines/05/16/a-family-restaurant-responds-to-the-current-crisis-by-feeding-it.html', 'https://www.burnabynow.com/lifestyle/eric-akis-are-you-a-canadian-foodie-take-this-quiz-and-find-out-1.24160932', 'https://www.ctvnews.ca/lifestyle/montreal-restaurant-s-high-fashion-mannequins-promote-distancing-and-help-charity-1.5020903', 'https://www.nsnews.com/lifestyle/taste/nando-s-closing-21-canadian-locations-including-four-in-metro-vancouver-1.24136448']"
Canadathey,restaurants food dishes indian menu richmond custom dining ,6,['Thirsty for a long-forgotten soda brand?'],['https://www.tricitynews.com/standout/thirsty-for-a-long-forgotten-soda-brand-1.2230814'],0.0,0.0,lifestyle,81.0,76.0,55.0,['https://www.tricitynews.com/standout/thirsty-for-a-long-forgotten-soda-brand-1.2230814']
China,restaurants food dishes indian menu richmond custom dining ,6,['Systemic racism impacts how we view food — and reviewers — in Waterloo Region'],['https://www.therecord.com/life/food-wine/opinion/2020/07/06/systemic-racism-impacts-how-we-view-food-and-reviewers-in-waterloo-region.html'],35.000074,104.999927,lifestyle,81.0,76.0,55.0,['https://www.therecord.com/life/food-wine/opinion/2020/07/06/systemic-racism-impacts-how-we-view-food-and-reviewers-in-waterloo-region.html']
Christine’s Restaurant,restaurants food dishes indian menu richmond custom dining ,6,['Elevate your dining experience at Whistler Blackcomb'],['https://www.vancourier.com/standout/elevate-your-dining-experience-at-whistler-blackcomb-1.23339614'],45.3106195,-74.6363685,lifestyle,81.0,76.0,55.0,['https://www.vancourier.com/standout/elevate-your-dining-experience-at-whistler-blackcomb-1.23339614']
Coquitlam,restaurants food dishes indian menu richmond custom dining ,6,"['Quenched thirsts help stock food bank', 'Open for business: here’s where to shop, and how to dine, safely', 'Canadian/Chinese restaurant a fixture in Coquitlam', 'What to look for when choosing a great dim sum spot']","['https://www.tricitynews.com/community/quenched-thirsts-help-stock-food-bank-1.24147259', 'https://www.tricitynews.com/lifestyles/open-for-business-here-s-where-to-shop-and-how-to-dine-safely-1.24136669', 'https://www.tricitynews.com/standout/canadian-chinese-restaurant-a-fixture-in-coquitlam-1.23370103', 'https://www.tricitynews.com/standout/what-to-look-for-when-choosing-a-great-dim-sum-spot-1.2334787']",49.2842958,-122.79328100000001,lifestyle,81.0,76.0,55.0,"['https://www.tricitynews.com/community/quenched-thirsts-help-stock-food-bank-1.24147259', 'https://www.tricitynews.com/lifestyles/open-for-business-here-s-where-to-shop-and-how-to-dine-safely-1.24136669', 'https://www.tricitynews.com/standout/canadian-chinese-restaurant-a-fixture-in-coquitlam-1.23370103', 'https://www.tricitynews.com/standout/what-to-look-for-when-choosing-a-great-dim-sum-spot-1.2334787']"
Cowichan,restaurants food dishes indian menu richmond custom dining ,6,"['‘Made in the Cowichan Valley’ coming to a wine bottle near you – Langley Advance Times', '‘Made in the Cowichan Valley’ coming to a wine bottle near you – Maple Ridge News']","['https://www.langleyadvancetimes.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/', 'https://www.mapleridgenews.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/']",48.8359655,-124.15027990000002,lifestyle,81.0,76.0,55.0,"['https://www.langleyadvancetimes.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/', 'https://www.mapleridgenews.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/']"
Dinakis,restaurants food dishes indian menu richmond custom dining ,6,"['Explore the Mediterranean one bite at a time with Dinakis', 'Three reasons you need to visit this Lower Mainland restaurant']","['https://www.tricitynews.com/standout/explore-the-mediterranean-one-bite-at-a-time-with-dinakis-1.21869374', 'https://www.tricitynews.com/standout/three-reasons-you-need-to-visit-this-lower-mainland-restaurant-1.2365438']",0.0,0.0,lifestyle,81.0,76.0,55.0,"['https://www.tricitynews.com/standout/explore-the-mediterranean-one-bite-at-a-time-with-dinakis-1.21869374', 'https://www.tricitynews.com/standout/three-reasons-you-need-to-visit-this-lower-mainland-restaurant-1.2365438']"
Dishes,restaurants food dishes indian menu richmond custom dining ,6,"[""Here's what's open in Vancouver during COVID-19 pandemic""]",['https://www.vancourier.com/living/here-s-what-s-open-in-vancouver-during-covid-19-pandemic-1.24109177'],29.9620871,31.275509200000002,lifestyle,81.0,76.0,55.0,['https://www.vancourier.com/living/here-s-what-s-open-in-vancouver-during-covid-19-pandemic-1.24109177']
East Abbotsford,restaurants food dishes indian menu richmond custom dining ,6,['9 reasons to make THIS your new grocery store + pharmacy – Langley Advance Times'],['https://www.langleyadvancetimes.com/marketplace/9-reasons-to-make-this-your-new-grocery-store-pharmacy/'],49.0521162,-122.32947920000001,lifestyle,81.0,76.0,55.0,['https://www.langleyadvancetimes.com/marketplace/9-reasons-to-make-this-your-new-grocery-store-pharmacy/']
Edmonton,restaurants food dishes indian menu richmond custom dining ,6,"['Shop, then dine, at this Lansdowne Centre eatery']",['https://www.richmond-news.com/standout/shop-then-dine-at-this-lansdowne-centre-eatery-1.23256755'],53.535411,-113.50799599999999,lifestyle,81.0,76.0,55.0,['https://www.richmond-news.com/standout/shop-then-dine-at-this-lansdowne-centre-eatery-1.23256755']
England,restaurants food dishes indian menu richmond custom dining ,6,['Minter: Try growing peas in your garden'],['https://www.tricitynews.com/lifestyles/minter-try-growing-peas-in-your-garden-1.23266393'],52.7954791,-0.5402402866174321,lifestyle,81.0,76.0,55.0,['https://www.tricitynews.com/lifestyles/minter-try-growing-peas-in-your-garden-1.23266393']
France,restaurants food dishes indian menu richmond custom dining ,6,['Buckingham Palace reveals new side hustle: royal gin'],['https://www.ctvnews.ca/lifestyle/buckingham-palace-reveals-new-side-hustle-royal-gin-1.5025703'],46.603354,1.8883334999999999,lifestyle,81.0,76.0,55.0,['https://www.ctvnews.ca/lifestyle/buckingham-palace-reveals-new-side-hustle-royal-gin-1.5025703']
Gayuma,restaurants food dishes indian menu richmond custom dining ,6,['Dining In: Gayuma Catering serves Asian fusion from the heart'],['https://www.therecord.com/life/food-wine/review/2020/06/11/dining-in-gayuma-catering-serves-asian-fusion-from-the-heart.html'],0.0,0.0,lifestyle,81.0,76.0,55.0,['https://www.therecord.com/life/food-wine/review/2020/06/11/dining-in-gayuma-catering-serves-asian-fusion-from-the-heart.html']
Gilmore,restaurants food dishes indian menu richmond custom dining ,6,['This is Burnaby’s most incredible ice cream sundae'],['https://www.burnabynow.com/opinion/blogs/bite-me/this-is-burnaby-s-most-incredible-ice-cream-sundae-1.24092372'],35.4117514,-90.2784305,lifestyle,81.0,76.0,55.0,['https://www.burnabynow.com/opinion/blogs/bite-me/this-is-burnaby-s-most-incredible-ice-cream-sundae-1.24092372']
Halifax,restaurants food dishes indian menu richmond custom dining ,6,['IN THE GARDEN: Birds an essential part of any garden setting'],['https://www.newwestrecord.ca/community/gardening/in-the-garden-birds-an-essential-part-of-any-garden-setting-1.23307249'],44.648618,-63.58594870000001,lifestyle,81.0,76.0,55.0,['https://www.newwestrecord.ca/community/gardening/in-the-garden-birds-an-essential-part-of-any-garden-setting-1.23307249']
Hindi,restaurants food dishes indian menu richmond custom dining ,6,['Aroma Indian Restaurant and Lounge'],['https://www.tricitynews.com/standout/aroma-indian-restaurant-and-lounge-1.2314826'],13.2959389,123.77656110000001,lifestyle,81.0,76.0,55.0,['https://www.tricitynews.com/standout/aroma-indian-restaurant-and-lounge-1.2314826']
Hong Kong,restaurants food dishes indian menu richmond custom dining ,6,"['Dining In: Sahar’s Kitchen turns out tasty dishes that satisfy faraway cravings', 'One bite is all it takes for bakery bliss', 'New Coquitlam cafe caters to coffee lovers with allergies']","['https://www.therecord.com/life/food-wine/review/2020/06/18/dining-in-sahars-kitchen-turns-out-tasty-dishes-that-satisfy-faraway-cravings.html', 'https://www.richmond-news.com/standout/one-bite-is-all-it-takes-for-bakery-bliss-1.23670944', 'https://www.tricitynews.com/standout/new-coquitlam-cafe-caters-to-coffee-lovers-with-allergies-1.23271973']",22.2793278,114.16281310000001,lifestyle,81.0,76.0,55.0,"['https://www.therecord.com/life/food-wine/review/2020/06/18/dining-in-sahars-kitchen-turns-out-tasty-dishes-that-satisfy-faraway-cravings.html', 'https://www.richmond-news.com/standout/one-bite-is-all-it-takes-for-bakery-bliss-1.23670944', 'https://www.tricitynews.com/standout/new-coquitlam-cafe-caters-to-coffee-lovers-with-allergies-1.23271973']"
India,restaurants food dishes indian menu richmond custom dining ,6,"['One exotic Indian dish you need to discover!', 'Palki serves up mouth-watering food with heartwarming service', 'Drink This: Good Clean Fun by Twin Sails Brewing', 'Over 1 million marooned in Bangladesh as floods worsen', 'Interested in Indian cuisine? Read on']","['https://www.tricitynews.com/standout/one-exotic-indian-dish-you-need-to-discover-1.2314856', 'https://www.nsnews.com/standout/palki-serves-up-mouth-watering-food-with-heartwarming-service-1.22277726', 'https://www.richmond-news.com/living/drink-this-good-clean-fun-by-twin-sails-brewing-1.24058582', 'https://www.therecord.com/ts/news/world/asia/2020/07/14/over-1-million-marooned-in-bangladesh-as-floods-worsen.html', 'https://www.vancourier.com/standout/interested-in-indian-cuisine-read-on-1.23886073']",22.3511148,78.6677428,lifestyle,81.0,76.0,55.0,"['https://www.tricitynews.com/standout/one-exotic-indian-dish-you-need-to-discover-1.2314856', 'https://www.nsnews.com/standout/palki-serves-up-mouth-watering-food-with-heartwarming-service-1.22277726', 'https://www.richmond-news.com/living/drink-this-good-clean-fun-by-twin-sails-brewing-1.24058582', 'https://www.therecord.com/ts/news/world/asia/2020/07/14/over-1-million-marooned-in-bangladesh-as-floods-worsen.html', 'https://www.vancourier.com/standout/interested-in-indian-cuisine-read-on-1.23886073']"
Instagram,restaurants food dishes indian menu richmond custom dining ,6,"['4 tips for hiring young, committed employees in a busy restaurant', 'Family dining at the Olive & Anchor restaurant']","['https://www.nsnews.com/standout/4-tips-for-hiring-young-committed-employees-in-a-busy-restaurant-1.20714824', 'https://www.nsnews.com/standout/family-dining-at-the-olive-anchor-restaurant-1.20714730']",22.2890784,114.13465149999999,lifestyle,81.0,76.0,55.0,"['https://www.nsnews.com/standout/4-tips-for-hiring-young-committed-employees-in-a-busy-restaurant-1.20714824', 'https://www.nsnews.com/standout/family-dining-at-the-olive-anchor-restaurant-1.20714730']"
Ireland,restaurants food dishes indian menu richmond custom dining ,6,"[""St. Patrick's Day meals are more than green beer and potatoes""]",['https://www.burnabynow.com/news/st-patrick-s-day-meals-are-more-than-green-beer-and-potatoes-1.24088275'],52.865196,-7.9794599,lifestyle,81.0,76.0,55.0,['https://www.burnabynow.com/news/st-patrick-s-day-meals-are-more-than-green-beer-and-potatoes-1.24088275']
JOEY,restaurants food dishes indian menu richmond custom dining ,6,['JOEY Restaurants launch online grocery store'],['https://www.nsnews.com/lifestyle/taste/joey-restaurants-launch-online-grocery-store-1.24109881'],41.1967002,-90.8804201,lifestyle,81.0,76.0,55.0,['https://www.nsnews.com/lifestyle/taste/joey-restaurants-launch-online-grocery-store-1.24109881']
